payment_id,amount,failure_reason,payment_method,retry_count,customer_success_rate,ml_recovery_probability,expected_recovery_value,base_simulation_probability,recommended_action,decision_status,decision_reason,policy_allowed,policy_status,policy_reason,requires_human,recoverai_action_probability,baseline_action,baseline_probability,baseline_success,baseline_recovered_amount,recoverai_success,recoverai_recovered_amount
PAY_0012319,360.34,INSUFFICIENT_FUNDS,WALLET,0,0.789,0.4806,173.19,0.6411,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.7053,NO_ACTION,0.0,0,0.0,1,360.34
PAY_0012032,13843.84,BANK_DECLINED,NETBANKING,1,0.909,0.3883,5375.63,0.4232,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0004938,17567.84,BANK_TIMEOUT,NETBANKING,2,0.896,0.534,9381.18,0.6786,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0010386,19675.78,BANK_TIMEOUT,WALLET,1,0.625,0.6716,13215.11,0.6837,HUMAN_REVIEW,ESCALATED,High-value payment requires additional review before automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,RETRY,0.629,0,0.0,0,0.0
PAY_0004603,384.41,BANK_DECLINED,UPI,2,0.867,0.3491,134.18,0.3384,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0015486,1235.08,INSUFFICIENT_FUNDS,WALLET,2,0.833,0.3965,489.67,0.4565,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0003932,1251.8,BANK_TIMEOUT,NETBANKING,2,0.775,0.6608,827.13,0.6362,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0016834,15889.56,BANK_DECLINED,CARD,0,0.947,0.4444,7061.43,0.5464,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0013551,3641.69,INSUFFICIENT_FUNDS,CARD,2,0.824,0.3651,1329.47,0.4634,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0013520,1547.34,INSUFFICIENT_FUNDS,WALLET,1,0.862,0.5076,785.44,0.5667,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6234,NO_ACTION,0.0,0,0.0,1,1547.34
PAY_0017539,552.46,NETWORK_ERROR,UPI,0,0.875,0.731,403.87,0.8612,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8612,RETRY,0.8612,1,552.46,1,552.46
PAY_0004457,2950.07,NETWORK_ERROR,CARD,0,0.667,0.6765,1995.79,0.7684,PAYMENT_REMINDER,APPROVED,Temporary failure with moderate recovery probability. Customer intervention is preferred.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6916,RETRY,0.7684,1,2950.07,1,2950.07
PAY_0012908,2566.73,BANK_TIMEOUT,WALLET,0,0.909,0.8535,2190.8,0.8831,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8831,RETRY,0.8831,1,2566.73,1,2566.73
PAY_0016577,2925.85,BANK_DECLINED,WALLET,1,0.636,0.2689,786.71,0.3276,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0014508,683.44,INSUFFICIENT_FUNDS,CARD,0,0.966,0.5826,398.2,0.7131,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.7844,NO_ACTION,0.0,0,0.0,1,683.44
PAY_0007033,2187.67,BANK_TIMEOUT,WALLET,0,0.846,0.8911,1949.37,0.8611,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8611,RETRY,0.8611,1,2187.67,1,2187.67
PAY_0001304,1858.34,NETWORK_ERROR,UPI,0,0.85,0.8149,1514.35,0.8525,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8525,RETRY,0.8525,0,0.0,0,0.0
PAY_0017476,1959.77,CARD_EXPIRED,WALLET,2,0.75,0.1432,280.71,0.1375,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0005079,1849.41,UNKNOWN_ERROR,WALLET,1,0.806,0.2734,505.63,0.3571,HUMAN_REVIEW,ESCALATED,Unknown failure with insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0010635,597.32,BANK_DECLINED,UPI,2,0.5,0.2953,176.37,0.21,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0003427,1173.79,NETWORK_ERROR,CARD,0,0.829,0.7484,878.41,0.8251,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8251,RETRY,0.8251,1,1173.79,1,1173.79
PAY_0019543,6043.52,NETWORK_ERROR,WALLET,1,0.857,0.6089,3680.19,0.7249,PAYMENT_REMINDER,APPROVED,Temporary failure with moderate recovery probability. Customer intervention is preferred.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6525,RETRY,0.667,1,6043.52,1,6043.52
PAY_0006511,9849.39,UNKNOWN_ERROR,WALLET,2,0.711,0.1997,1966.93,0.2238,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0006685,534.26,INSUFFICIENT_FUNDS,UPI,0,1.0,0.634,338.73,0.745,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.8195,NO_ACTION,0.0,0,0.0,1,534.26
PAY_0010858,3205.98,BANK_TIMEOUT,NETBANKING,0,0.812,0.761,2439.68,0.8492,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8492,RETRY,0.8492,1,3205.98,1,3205.98
PAY_0016233,974.76,BANK_TIMEOUT,NETBANKING,1,0.846,0.761,741.84,0.7611,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.7002,RETRY,0.7002,0,0.0,0,0.0
PAY_0006057,1158.94,CARD_EXPIRED,CARD,0,0.775,0.4074,472.19,0.3563,UPDATE_PAYMENT_METHOD,APPROVED,Payment method has expired. Customer should update the payment method before attempting payment again.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.8562,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0002643,5982.79,BANK_DECLINED,WALLET,1,0.636,0.2993,1790.5,0.3276,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0000167,636.67,BANK_TIMEOUT,UPI,2,0.8,0.532,338.68,0.675,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0012466,2670.54,INSUFFICIENT_FUNDS,UPI,2,0.676,0.3451,921.73,0.4316,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0009159,2703.45,INSUFFICIENT_FUNDS,UPI,2,0.667,0.3722,1006.27,0.4284,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0001519,1414.84,BANK_TIMEOUT,CARD,2,0.844,0.6893,975.29,0.6704,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0005210,1180.96,INSUFFICIENT_FUNDS,NETBANKING,1,0.525,0.3794,448.11,0.4488,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.4936,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0019060,333.71,BANK_DECLINED,CARD,0,0.731,0.3725,124.31,0.4708,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0019015,656.04,NETWORK_ERROR,WALLET,0,0.828,0.697,457.28,0.8148,PAYMENT_REMINDER,APPROVED,Temporary failure with moderate recovery probability. Customer intervention is preferred.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.7333,RETRY,0.8148,1,656.04,1,656.04
PAY_0002484,1259.06,NETWORK_ERROR,NETBANKING,0,0.878,0.7424,934.67,0.8323,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8323,RETRY,0.8323,1,1259.06,1,1259.06
PAY_0018771,1722.84,BANK_DECLINED,NETBANKING,2,0.767,0.1913,329.59,0.2735,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0004269,2828.13,BANK_TIMEOUT,CARD,1,0.649,0.7219,2041.64,0.7022,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.646,RETRY,0.646,1,2828.13,1,2828.13
PAY_0001789,1901.84,BANK_TIMEOUT,WALLET,0,0.6,0.7864,1495.62,0.775,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.775,RETRY,0.775,1,1901.84,1,1901.84
PAY_0010679,2090.39,CARD_EXPIRED,WALLET,2,0.714,0.144,301.01,0.1249,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0005017,1715.09,UNKNOWN_ERROR,CARD,2,1.0,0.3399,582.94,0.335,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0003535,1361.18,BANK_TIMEOUT,NETBANKING,0,0.815,0.8487,1155.2,0.8502,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8502,RETRY,0.8502,1,1361.18,1,1361.18
PAY_0008675,553.2,CARD_EXPIRED,UPI,0,0.92,0.438,242.28,0.427,UPDATE_PAYMENT_METHOD,APPROVED,Payment method has expired. Customer should update the payment method before attempting payment again.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.927,NO_ACTION,0.0,0,0.0,1,553.2
PAY_0011604,2083.65,UNKNOWN_ERROR,UPI,0,0.929,0.4357,907.84,0.5302,HUMAN_REVIEW,ESCALATED,Unknown failure with insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0018167,2821.61,BANK_DECLINED,NETBANKING,2,0.844,0.2209,623.38,0.3004,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0019905,1106.48,BANK_TIMEOUT,NETBANKING,0,0.81,0.7518,831.87,0.8485,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8485,RETRY,0.8485,1,1106.48,1,1106.48
PAY_0014654,4994.74,BANK_TIMEOUT,NETBANKING,0,0.689,0.733,3660.99,0.8061,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8061,RETRY,0.8061,1,4994.74,1,4994.74
PAY_0008870,12493.75,BANK_DECLINED,CARD,2,0.7,0.2304,2878.4,0.26,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0016136,11051.08,INSUFFICIENT_FUNDS,CARD,1,0.545,0.4637,5123.86,0.4658,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.5123,NO_ACTION,0.0,0,0.0,1,11051.08
PAY_0014476,3986.86,BANK_TIMEOUT,NETBANKING,2,0.604,0.6125,2441.99,0.5764,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0018505,1660.13,BANK_TIMEOUT,WALLET,0,0.667,0.7091,1177.14,0.7984,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.7984,RETRY,0.7984,1,1660.13,1,1660.13
PAY_0003721,748.7,NETWORK_ERROR,NETBANKING,1,0.895,0.596,446.24,0.7382,PAYMENT_REMINDER,APPROVED,Temporary failure with moderate recovery probability. Customer intervention is preferred.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6644,RETRY,0.6792,1,748.7,1,748.7
PAY_0004124,753.78,BANK_DECLINED,UPI,2,0.857,0.294,221.6,0.3349,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0002803,346.43,BANK_TIMEOUT,UPI,1,0.857,0.7132,247.06,0.795,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.7314,RETRY,0.7314,1,346.43,1,346.43
PAY_0003281,1237.41,CARD_EXPIRED,CARD,0,0.846,0.2609,322.81,0.3811,UPDATE_PAYMENT_METHOD,APPROVED,Payment method has expired. Customer should update the payment method before attempting payment again.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.8811,NO_ACTION,0.0,0,0.0,1,1237.41
PAY_0004571,452.59,BANK_TIMEOUT,WALLET,1,0.778,0.7253,328.29,0.7373,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.6783,RETRY,0.6783,1,452.59,1,452.59
PAY_0017157,815.25,UNKNOWN_ERROR,UPI,1,0.8,0.3535,288.21,0.385,HUMAN_REVIEW,ESCALATED,Unknown failure with insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0018637,13908.1,NETWORK_ERROR,UPI,0,0.737,0.7692,10697.64,0.8129,HUMAN_REVIEW,ESCALATED,High-value payment requires additional review before automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,RETRY,0.8129,1,13908.1,0,0.0
PAY_0004810,2679.48,INSUFFICIENT_FUNDS,UPI,1,0.889,0.5719,1532.31,0.6062,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6668,NO_ACTION,0.0,0,0.0,1,2679.48
PAY_0007837,916.35,CARD_EXPIRED,WALLET,2,0.732,0.1336,122.43,0.1312,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0014042,1254.73,BANK_DECLINED,UPI,2,0.917,0.2937,368.5,0.3559,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0015603,3221.15,UNKNOWN_ERROR,WALLET,1,0.625,0.2321,747.5,0.2937,HUMAN_REVIEW,ESCALATED,Unknown failure with insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0017908,6507.01,BANK_TIMEOUT,CARD,1,0.929,0.7131,4639.85,0.8002,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.7361,RETRY,0.7361,1,6507.01,1,6507.01
PAY_0019273,755.66,CARD_EXPIRED,CARD,1,0.857,0.2965,224.08,0.285,UPDATE_PAYMENT_METHOD,APPROVED,Payment method has expired. Customer should update the payment method before attempting payment again.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.785,NO_ACTION,0.0,0,0.0,1,755.66
PAY_0004670,1320.38,INSUFFICIENT_FUNDS,WALLET,0,0.857,0.6503,858.59,0.665,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.7314,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0016671,1130.63,BANK_DECLINED,NETBANKING,2,0.689,0.1838,207.8,0.2461,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0015884,2075.87,INSUFFICIENT_FUNDS,WALLET,2,0.912,0.3891,807.76,0.4842,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0008121,344.11,BANK_DECLINED,UPI,2,0.706,0.3322,114.33,0.2821,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0005042,555.2,CARD_EXPIRED,CARD,1,0.667,0.2521,139.96,0.2185,UPDATE_PAYMENT_METHOD,APPROVED,Payment method has expired. Customer should update the payment method before attempting payment again.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.7185,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0017761,1113.01,NETWORK_ERROR,CARD,1,0.778,0.5507,612.92,0.7073,PAYMENT_REMINDER,APPROVED,Temporary failure with moderate recovery probability. Customer intervention is preferred.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6366,RETRY,0.6507,1,1113.01,1,1113.01
PAY_0008707,4060.78,BANK_DECLINED,CARD,0,0.683,0.3461,1405.35,0.4541,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0013484,6103.03,CARD_EXPIRED,UPI,2,0.8,0.2775,1693.59,0.185,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0005020,2487.78,BANK_TIMEOUT,NETBANKING,2,0.846,0.5586,1389.63,0.6611,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0009095,1337.4,UNKNOWN_ERROR,WALLET,1,0.951,0.2589,346.21,0.4078,HUMAN_REVIEW,ESCALATED,Unknown failure with insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0018026,1541.85,NETWORK_ERROR,UPI,0,0.947,0.8827,1361.06,0.8864,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8864,RETRY,0.8864,1,1541.85,1,1541.85
PAY_0014282,1959.96,BANK_TIMEOUT,CARD,0,1.0,0.9115,1786.44,0.925,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.925,RETRY,0.925,1,1959.96,1,1959.96
PAY_0004846,1973.34,BANK_DECLINED,WALLET,1,0.812,0.343,676.87,0.3892,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0005474,2528.15,BANK_DECLINED,NETBANKING,1,0.833,0.3091,781.4,0.3965,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0012847,1505.98,BANK_TIMEOUT,UPI,1,1.0,0.8262,1244.31,0.845,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.7774,RETRY,0.7774,1,1505.98,1,1505.98
PAY_0002895,989.06,CARD_EXPIRED,UPI,2,1.0,0.1764,174.44,0.255,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0009121,2062.6,BANK_TIMEOUT,CARD,0,0.745,0.8294,1710.67,0.8357,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8357,RETRY,0.8357,1,2062.6,1,2062.6
PAY_0003628,2772.22,INSUFFICIENT_FUNDS,NETBANKING,2,0.765,0.3537,980.42,0.4328,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0005617,404.49,BANK_TIMEOUT,CARD,2,0.583,0.4794,193.92,0.5791,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0000721,588.47,INSUFFICIENT_FUNDS,UPI,2,0.841,0.3497,205.79,0.4893,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0005638,2038.07,NETWORK_ERROR,NETBANKING,2,0.75,0.4935,1005.78,0.5875,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0006834,1738.39,UNKNOWN_ERROR,NETBANKING,2,0.6,0.3152,547.91,0.185,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0017188,1962.38,BANK_TIMEOUT,WALLET,2,0.812,0.6133,1203.57,0.6492,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0011175,999.65,UNKNOWN_ERROR,UPI,0,0.867,0.5473,547.07,0.5084,HUMAN_REVIEW,ESCALATED,Unknown failure with insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0016359,921.18,CARD_EXPIRED,WALLET,2,0.839,0.181,166.72,0.1686,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0016289,338.74,BANK_TIMEOUT,WALLET,2,0.806,0.5173,175.23,0.6471,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0016595,1257.07,BANK_TIMEOUT,NETBANKING,1,0.88,0.7663,963.25,0.773,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.7112,RETRY,0.7112,1,1257.07,1,1257.07
PAY_0002540,5627.97,BANK_TIMEOUT,WALLET,2,0.739,0.55,3095.23,0.6237,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0011975,1943.34,INSUFFICIENT_FUNDS,CARD,2,0.333,0.2863,556.31,0.2916,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0018207,335.25,BANK_DECLINED,UPI,1,0.923,0.4352,145.89,0.4581,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0008497,2945.98,BANK_TIMEOUT,NETBANKING,1,0.812,0.7071,2083.01,0.7492,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.6893,RETRY,0.6893,1,2945.98,1,2945.98
