payment_id,customer_id,merchant_id,amount,payment_method,transaction_time,payment_status,failure_reason,retry_count,previous_payment_count,previous_success_count,customer_success_rate,days_since_last_payment,customer_lifetime_value,recovered,recovered_amount
PAY_0003860,CUST_03771,DEV_CLOTHING_STORE,310.01,CARD,2026-05-24 12:02:23.489187,FAILED,INSUFFICIENT_FUNDS,0,44,42,0.955,80,1867.31,1,310.01
PAY_0003861,CUST_04679,DEV_CLOTHING_STORE,6378.81,WALLET,2026-03-31 12:51:23.489187,FAILED,BANK_DECLINED,1,22,9,0.409,17,4188.16,0,0.0
PAY_0003862,CUST_01370,DEV_CLOTHING_STORE,3937.49,NETBANKING,2026-06-27 12:01:23.489187,FAILED,NETWORK_ERROR,1,22,18,0.818,23,3281.72,1,3937.49
PAY_0003863,CUST_03985,DEV_CLOTHING_STORE,2916.58,NETBANKING,2026-05-04 22:00:23.489187,FAILED,INSUFFICIENT_FUNDS,0,20,12,0.6,115,1708.91,1,2916.58
PAY_0003864,CUST_04210,DEV_CLOTHING_STORE,1151.11,CARD,2026-05-22 19:34:23.489187,FAILED,INSUFFICIENT_FUNDS,2,7,6,0.857,106,933.49,0,0.0
PAY_0003865,CUST_04507,DEV_CLOTHING_STORE,1274.14,WALLET,2026-03-16 21:40:23.489187,FAILED,INSUFFICIENT_FUNDS,1,39,35,0.897,48,2889.39,1,1274.14
PAY_0003866,CUST_04940,DEV_CLOTHING_STORE,2785.66,WALLET,2026-08-15 01:06:23.489187,FAILED,BANK_TIMEOUT,1,17,10,0.588,134,11681.77,0,0.0
PAY_0003867,CUST_01711,DEV_CLOTHING_STORE,6455.24,CARD,2026-07-25 23:37:23.489187,FAILED,BANK_TIMEOUT,2,45,39,0.867,166,1018.44,1,6455.24
PAY_0003868,CUST_02568,DEV_CLOTHING_STORE,385.96,UPI,2026-06-25 08:28:23.489187,FAILED,BANK_DECLINED,2,32,23,0.719,127,2193.01,1,385.96
PAY_0003869,CUST_01557,DEV_CLOTHING_STORE,5258.98,NETBANKING,2026-07-18 00:09:23.489187,FAILED,BANK_DECLINED,1,44,42,0.955,158,3029.89,0,0.0
PAY_0003870,CUST_01567,DEV_CLOTHING_STORE,16831.08,UPI,2026-03-09 04:58:23.489187,FAILED,BANK_TIMEOUT,0,29,20,0.69,46,3189.36,1,16831.08
PAY_0003871,CUST_00201,DEV_CLOTHING_STORE,2809.9,NETBANKING,2026-06-30 18:44:23.489187,FAILED,BANK_DECLINED,0,41,33,0.805,168,4680.31,0,0.0
PAY_0003872,CUST_01142,DEV_CLOTHING_STORE,1552.79,CARD,2026-05-01 14:36:23.489187,FAILED,CARD_EXPIRED,0,25,20,0.8,131,943.48,1,1552.79
PAY_0003873,CUST_04722,DEV_CLOTHING_STORE,15517.7,WALLET,2026-07-11 20:40:23.489187,FAILED,CARD_EXPIRED,0,28,21,0.75,66,27317.07,0,0.0
PAY_0003874,CUST_03750,DEV_CLOTHING_STORE,2986.9,CARD,2026-04-08 16:50:23.489187,FAILED,NETWORK_ERROR,2,9,5,0.556,96,1618.63,0,0.0
PAY_0003875,CUST_02401,DEV_CLOTHING_STORE,7049.04,NETBANKING,2026-03-13 21:15:23.489187,FAILED,NETWORK_ERROR,2,12,10,0.833,169,1275.51,1,7049.04
PAY_0003876,CUST_04170,DEV_CLOTHING_STORE,3118.19,WALLET,2026-05-30 00:48:23.489187,FAILED,BANK_TIMEOUT,2,18,15,0.833,86,5814.73,0,0.0
PAY_0003877,CUST_04564,DEV_CLOTHING_STORE,1271.39,UPI,2026-03-26 11:16:23.489187,FAILED,BANK_DECLINED,2,13,9,0.692,98,3749.38,1,1271.39
PAY_0003878,CUST_01708,DEV_CLOTHING_STORE,2276.58,NETBANKING,2026-08-05 11:56:23.489187,FAILED,BANK_TIMEOUT,2,12,10,0.833,166,385.24,1,2276.58
PAY_0003879,CUST_00619,DEV_CLOTHING_STORE,15507.79,WALLET,2026-07-10 00:44:23.489187,FAILED,UNKNOWN_ERROR,2,46,33,0.717,102,3540.58,0,0.0
PAY_0003880,CUST_00433,DEV_CLOTHING_STORE,3854.04,CARD,2026-06-06 18:40:23.489187,FAILED,INSUFFICIENT_FUNDS,2,18,16,0.889,88,3196.89,0,0.0
PAY_0003881,CUST_01164,DEV_CLOTHING_STORE,2474.79,UPI,2026-06-25 16:09:23.489187,FAILED,NETWORK_ERROR,0,5,3,0.6,32,964.09,0,0.0
PAY_0003882,CUST_03347,DEV_CLOTHING_STORE,17200.33,UPI,2026-08-13 20:59:23.489187,FAILED,BANK_DECLINED,2,43,39,0.907,126,1066.75,0,0.0
PAY_0003883,CUST_01088,DEV_CLOTHING_STORE,907.12,NETBANKING,2026-03-08 20:41:23.489187,FAILED,BANK_TIMEOUT,1,48,36,0.75,109,2715.8,1,907.12
PAY_0003884,CUST_01301,DEV_CLOTHING_STORE,797.28,NETBANKING,2026-08-11 10:45:23.489187,FAILED,BANK_DECLINED,2,43,27,0.628,178,7597.51,1,797.28
PAY_0003885,CUST_02867,DEV_CLOTHING_STORE,1851.4,WALLET,2026-04-15 10:32:23.489187,FAILED,BANK_DECLINED,1,44,41,0.932,53,4193.91,0,0.0
PAY_0003886,CUST_03364,DEV_CLOTHING_STORE,1659.58,UPI,2026-07-14 05:15:23.489187,FAILED,BANK_TIMEOUT,0,42,29,0.69,46,2753.54,1,1659.58
PAY_0003887,CUST_00828,DEV_CLOTHING_STORE,2788.66,UPI,2026-06-03 05:37:23.489187,FAILED,NETWORK_ERROR,0,46,34,0.739,69,1182.69,0,0.0
PAY_0003888,CUST_00436,DEV_CLOTHING_STORE,642.28,NETBANKING,2026-06-18 07:58:23.489187,FAILED,BANK_DECLINED,1,37,30,0.811,3,1482.93,0,0.0
PAY_0003889,CUST_04180,DEV_CLOTHING_STORE,416.85,CARD,2026-04-25 05:15:23.489187,FAILED,NETWORK_ERROR,0,22,19,0.864,108,5174.47,1,416.85
PAY_0003890,CUST_03134,DEV_CLOTHING_STORE,2179.48,NETBANKING,2026-07-31 11:19:23.489187,FAILED,INSUFFICIENT_FUNDS,2,24,17,0.708,174,1475.85,0,0.0
PAY_0003891,CUST_00735,DEV_CLOTHING_STORE,1798.14,WALLET,2026-07-08 23:05:23.489187,FAILED,BANK_TIMEOUT,0,36,28,0.778,166,5390.42,1,1798.14
PAY_0003892,CUST_02094,DEV_CLOTHING_STORE,8367.6,CARD,2026-08-13 08:31:23.489187,FAILED,BANK_TIMEOUT,0,23,18,0.783,32,605.11,1,8367.6
PAY_0003893,CUST_02442,DEV_CLOTHING_STORE,2828.94,UPI,2026-04-13 19:54:23.489187,FAILED,BANK_DECLINED,1,29,23,0.793,123,810.49,1,2828.94
PAY_0003894,CUST_03805,DEV_CLOTHING_STORE,5063.49,UPI,2026-07-11 10:19:23.489187,FAILED,BANK_TIMEOUT,0,23,17,0.739,51,1745.18,1,5063.49
PAY_0003895,CUST_03439,DEV_CLOTHING_STORE,596.09,UPI,2026-03-31 00:11:23.489187,FAILED,INSUFFICIENT_FUNDS,0,38,33,0.868,13,1213.94,1,596.09
PAY_0003896,CUST_03187,DEV_CLOTHING_STORE,1506.23,WALLET,2026-06-04 05:25:23.489187,FAILED,CARD_EXPIRED,1,19,14,0.737,141,1437.44,0,0.0
PAY_0003897,CUST_04412,DEV_CLOTHING_STORE,1255.1,NETBANKING,2026-07-12 19:43:23.489187,FAILED,INSUFFICIENT_FUNDS,0,17,13,0.765,8,1822.01,1,1255.1
PAY_0003898,CUST_04380,DEV_CLOTHING_STORE,4131.62,UPI,2026-04-23 09:26:23.489187,FAILED,NETWORK_ERROR,0,30,19,0.633,74,836.9,0,0.0
PAY_0003899,CUST_02533,DEV_CLOTHING_STORE,1207.24,CARD,2026-06-21 07:05:23.489187,FAILED,UNKNOWN_ERROR,0,31,29,0.935,70,11068.83,1,1207.24
PAY_0003900,CUST_04776,DEV_CLOTHING_STORE,7842.77,UPI,2026-05-20 18:59:23.489187,FAILED,CARD_EXPIRED,0,30,26,0.867,123,8045.9,0,0.0
PAY_0003901,CUST_00560,DEV_CLOTHING_STORE,7009.33,WALLET,2026-04-08 03:23:23.489187,FAILED,BANK_DECLINED,0,31,21,0.677,106,2840.88,1,7009.33
PAY_0003902,CUST_04470,DEV_CLOTHING_STORE,1244.02,UPI,2026-07-19 19:06:23.489187,FAILED,BANK_DECLINED,1,46,32,0.696,59,1527.43,1,1244.02
PAY_0003903,CUST_03000,DEV_CLOTHING_STORE,406.02,NETBANKING,2026-05-03 20:48:23.489187,FAILED,BANK_DECLINED,2,27,15,0.556,158,2677.77,0,0.0
PAY_0003904,CUST_03510,DEV_CLOTHING_STORE,2129.39,UPI,2026-08-18 17:36:23.489187,FAILED,BANK_TIMEOUT,0,23,18,0.783,126,4558.11,1,2129.39
PAY_0003905,CUST_04049,DEV_CLOTHING_STORE,2533.15,CARD,2026-07-12 05:52:23.489187,FAILED,NETWORK_ERROR,1,30,27,0.9,5,3285.41,1,2533.15
PAY_0003906,CUST_04831,DEV_CLOTHING_STORE,1264.8,NETBANKING,2026-05-17 18:17:23.489187,FAILED,NETWORK_ERROR,1,40,35,0.875,12,1320.26,1,1264.8
PAY_0003907,CUST_01947,DEV_CLOTHING_STORE,716.66,UPI,2026-07-25 22:45:23.489187,FAILED,INSUFFICIENT_FUNDS,0,15,8,0.533,11,5221.7,1,716.66
PAY_0003908,CUST_04232,DEV_CLOTHING_STORE,1202.21,WALLET,2026-06-01 06:45:23.489187,FAILED,NETWORK_ERROR,0,15,12,0.8,34,1569.28,0,0.0
PAY_0003909,CUST_01015,DEV_CLOTHING_STORE,7505.12,UPI,2026-06-05 19:36:23.489187,FAILED,BANK_TIMEOUT,0,26,17,0.654,21,4026.36,1,7505.12
PAY_0003910,CUST_04014,DEV_CLOTHING_STORE,1963.92,UPI,2026-03-14 05:55:23.489187,FAILED,BANK_DECLINED,0,41,27,0.659,24,5468.67,0,0.0
PAY_0003911,CUST_03545,DEV_CLOTHING_STORE,1182.94,UPI,2026-06-14 02:48:23.489187,FAILED,NETWORK_ERROR,0,13,9,0.692,82,2468.64,1,1182.94
PAY_0003912,CUST_03777,DEV_CLOTHING_STORE,1789.36,UPI,2026-05-27 22:33:23.489187,FAILED,BANK_DECLINED,2,19,15,0.789,137,5389.0,0,0.0
PAY_0003913,CUST_02185,DEV_CLOTHING_STORE,756.47,CARD,2026-05-04 17:34:23.489187,FAILED,UNKNOWN_ERROR,2,49,44,0.898,20,3902.49,0,0.0
PAY_0003914,CUST_00545,DEV_CLOTHING_STORE,3926.08,NETBANKING,2026-08-11 20:36:23.489187,FAILED,CARD_EXPIRED,0,7,4,0.571,121,2745.79,0,0.0
PAY_0003915,CUST_00814,DEV_CLOTHING_STORE,2560.97,UPI,2026-06-25 04:58:23.489187,FAILED,INSUFFICIENT_FUNDS,0,21,18,0.857,91,4500.08,1,2560.97
PAY_0003916,CUST_02113,DEV_CLOTHING_STORE,1298.9,WALLET,2026-04-25 10:43:23.489187,FAILED,BANK_DECLINED,0,10,9,0.9,108,1455.46,1,1298.9
PAY_0003917,CUST_01336,DEV_CLOTHING_STORE,2734.6,WALLET,2026-05-14 09:21:23.489187,FAILED,INSUFFICIENT_FUNDS,2,10,8,0.8,2,965.0,0,0.0
PAY_0003918,CUST_00205,DEV_CLOTHING_STORE,2360.97,WALLET,2026-08-09 14:22:23.489187,FAILED,NETWORK_ERROR,2,8,6,0.75,35,19792.16,1,2360.97
PAY_0003919,CUST_01379,DEV_CLOTHING_STORE,1914.72,NETBANKING,2026-04-02 11:59:23.489187,FAILED,INSUFFICIENT_FUNDS,2,39,29,0.744,147,7182.93,1,1914.72
PAY_0003920,CUST_00616,DEV_CLOTHING_STORE,2085.62,CARD,2026-07-17 17:53:23.489187,FAILED,NETWORK_ERROR,1,11,8,0.727,20,5549.62,0,0.0
PAY_0003921,CUST_01516,DEV_CLOTHING_STORE,1743.84,UPI,2026-04-07 23:31:23.489187,FAILED,NETWORK_ERROR,1,31,25,0.806,137,11240.14,1,1743.84
PAY_0003922,CUST_04097,DEV_CLOTHING_STORE,18021.2,UPI,2026-07-30 11:06:23.489187,FAILED,BANK_DECLINED,1,31,22,0.71,174,3736.8,1,18021.2
PAY_0003923,CUST_04926,DEV_CLOTHING_STORE,974.55,WALLET,2026-06-06 00:44:23.489187,FAILED,BANK_DECLINED,2,42,24,0.571,110,1738.93,0,0.0
PAY_0003924,CUST_04679,DEV_CLOTHING_STORE,776.15,UPI,2026-07-09 21:44:23.489187,FAILED,BANK_TIMEOUT,2,22,9,0.409,17,4188.16,0,0.0
PAY_0003925,CUST_03310,DEV_CLOTHING_STORE,8681.03,UPI,2026-03-20 21:12:23.489187,FAILED,INSUFFICIENT_FUNDS,1,19,14,0.737,154,8505.14,1,8681.03
PAY_0003926,CUST_04837,DEV_CLOTHING_STORE,748.35,NETBANKING,2026-05-11 13:46:23.489187,FAILED,BANK_DECLINED,1,37,22,0.595,11,2137.77,0,0.0
PAY_0003927,CUST_00339,DEV_CLOTHING_STORE,5484.37,CARD,2026-02-26 21:38:23.489187,FAILED,BANK_TIMEOUT,1,36,33,0.917,21,3571.6,1,5484.37
PAY_0003928,CUST_04656,DEV_CLOTHING_STORE,1286.85,UPI,2026-03-16 08:08:23.489187,FAILED,CARD_EXPIRED,2,29,26,0.897,170,4096.2,0,0.0
PAY_0003929,CUST_03215,DEV_CLOTHING_STORE,1459.95,NETBANKING,2026-05-28 12:00:23.489187,FAILED,UNKNOWN_ERROR,0,29,10,0.345,102,1194.71,0,0.0
PAY_0003930,CUST_01154,DEV_CLOTHING_STORE,2836.75,NETBANKING,2026-08-12 05:59:23.489187,FAILED,NETWORK_ERROR,2,28,22,0.786,148,1726.41,1,2836.75
PAY_0003931,CUST_01526,DEV_CLOTHING_STORE,2643.6,UPI,2026-08-03 12:14:23.489187,FAILED,INSUFFICIENT_FUNDS,1,16,12,0.75,38,1791.13,1,2643.6
PAY_0003932,CUST_02342,DEV_CLOTHING_STORE,1251.8,NETBANKING,2026-04-30 16:43:23.489187,FAILED,BANK_TIMEOUT,2,40,31,0.775,115,4731.26,1,1251.8
PAY_0003933,CUST_02270,DEV_CLOTHING_STORE,4929.6,NETBANKING,2026-03-11 13:06:23.489187,FAILED,NETWORK_ERROR,0,11,5,0.455,31,2553.67,1,4929.6
PAY_0003934,CUST_04272,DEV_CLOTHING_STORE,1811.7,WALLET,2026-04-07 17:32:23.489187,FAILED,NETWORK_ERROR,2,22,18,0.818,91,9570.66,1,1811.7
PAY_0003935,CUST_02332,DEV_CLOTHING_STORE,1098.17,WALLET,2026-06-22 21:35:23.489187,FAILED,CARD_EXPIRED,0,5,3,0.6,64,3076.11,1,1098.17
PAY_0003936,CUST_04292,DEV_CLOTHING_STORE,2996.83,WALLET,2026-08-18 06:40:23.489187,FAILED,BANK_TIMEOUT,1,11,8,0.727,128,1747.28,1,2996.83
PAY_0003937,CUST_04142,DEV_CLOTHING_STORE,19032.14,NETBANKING,2026-06-27 20:02:23.489187,FAILED,CARD_EXPIRED,2,10,8,0.8,53,5945.18,0,0.0
PAY_0003938,CUST_02658,DEV_CLOTHING_STORE,941.99,NETBANKING,2026-07-13 09:56:23.489187,FAILED,NETWORK_ERROR,0,45,34,0.756,137,3145.99,1,941.99
PAY_0003939,CUST_03316,DEV_CLOTHING_STORE,3429.46,CARD,2026-07-02 14:42:23.489187,FAILED,INSUFFICIENT_FUNDS,2,31,15,0.484,1,1504.32,0,0.0
PAY_0003940,CUST_03968,DEV_CLOTHING_STORE,937.98,UPI,2026-08-09 13:21:23.489187,FAILED,INSUFFICIENT_FUNDS,1,33,23,0.697,106,3676.98,0,0.0
PAY_0003941,CUST_00435,DEV_CLOTHING_STORE,2699.8,WALLET,2026-03-01 16:16:23.489187,FAILED,BANK_TIMEOUT,2,46,39,0.848,71,1745.19,1,2699.8
PAY_0003942,CUST_01352,DEV_CLOTHING_STORE,19938.69,NETBANKING,2026-04-24 21:37:23.489187,FAILED,BANK_TIMEOUT,2,21,19,0.905,146,22731.53,0,0.0
PAY_0003943,CUST_04925,DEV_CLOTHING_STORE,1161.91,NETBANKING,2026-03-15 19:58:23.489187,FAILED,NETWORK_ERROR,0,13,10,0.769,112,15198.07,1,1161.91
PAY_0003944,CUST_01474,DEV_CLOTHING_STORE,1257.73,UPI,2026-03-05 20:11:23.489187,FAILED,BANK_TIMEOUT,2,5,5,1.0,143,1903.29,1,1257.73
PAY_0003945,CUST_04251,DEV_CLOTHING_STORE,2647.18,NETBANKING,2026-04-29 11:07:23.489187,FAILED,NETWORK_ERROR,1,50,43,0.86,70,5495.37,1,2647.18
PAY_0003946,CUST_01775,DEV_CLOTHING_STORE,10258.82,UPI,2026-06-03 00:44:23.489187,FAILED,BANK_DECLINED,2,9,8,0.889,62,4409.61,1,10258.82
PAY_0003947,CUST_03197,DEV_CLOTHING_STORE,1873.45,WALLET,2026-06-12 05:56:23.489187,FAILED,INSUFFICIENT_FUNDS,1,32,26,0.812,139,5617.89,1,1873.45
PAY_0003948,CUST_04732,DEV_CLOTHING_STORE,2265.71,CARD,2026-05-18 19:40:23.489187,FAILED,BANK_TIMEOUT,0,21,18,0.857,6,2720.28,1,2265.71
PAY_0003949,CUST_02449,DEV_CLOTHING_STORE,2287.83,UPI,2026-06-12 12:22:23.489187,FAILED,BANK_TIMEOUT,1,45,37,0.822,2,6407.94,0,0.0
PAY_0003950,CUST_00231,DEV_CLOTHING_STORE,3273.28,WALLET,2026-04-16 22:06:23.489187,FAILED,NETWORK_ERROR,1,24,21,0.875,54,3558.17,1,3273.28
PAY_0003951,CUST_04358,DEV_CLOTHING_STORE,12666.08,CARD,2026-03-09 21:22:23.489187,FAILED,BANK_TIMEOUT,2,43,36,0.837,50,2984.11,0,0.0
PAY_0003952,CUST_01146,DEV_CLOTHING_STORE,1759.14,UPI,2026-06-10 03:33:23.489187,FAILED,INSUFFICIENT_FUNDS,2,3,3,1.0,93,4262.7,1,1759.14
PAY_0003953,CUST_01134,DEV_CLOTHING_STORE,518.0,NETBANKING,2026-03-09 04:35:23.489187,FAILED,BANK_TIMEOUT,2,13,9,0.692,114,2112.1,1,518.0
PAY_0003954,CUST_02660,DEV_CLOTHING_STORE,1308.26,UPI,2026-02-23 03:59:23.489187,FAILED,BANK_DECLINED,1,2,2,1.0,134,987.75,0,0.0
PAY_0003955,CUST_03046,DEV_CLOTHING_STORE,2626.35,UPI,2026-05-20 13:29:23.489187,FAILED,BANK_TIMEOUT,1,42,26,0.619,57,1456.86,1,2626.35
PAY_0003956,CUST_02351,DEV_CLOTHING_STORE,492.92,CARD,2026-03-09 01:48:23.489187,FAILED,BANK_DECLINED,0,38,31,0.816,55,4960.38,1,492.92
PAY_0003957,CUST_01901,DEV_CLOTHING_STORE,1864.06,UPI,2026-07-08 22:17:23.489187,FAILED,NETWORK_ERROR,1,25,24,0.96,77,4925.9,1,1864.06
PAY_0003958,CUST_00633,DEV_CLOTHING_STORE,1362.54,CARD,2026-03-20 04:11:23.489187,FAILED,NETWORK_ERROR,0,30,28,0.933,43,2557.48,0,0.0
PAY_0003959,CUST_00655,DEV_CLOTHING_STORE,2970.67,CARD,2026-06-28 10:20:23.489187,FAILED,BANK_TIMEOUT,1,30,26,0.867,89,4244.66,1,2970.67
PAY_0003960,CUST_02190,DEV_CLOTHING_STORE,453.13,UPI,2026-05-17 04:28:23.489187,FAILED,INSUFFICIENT_FUNDS,2,42,23,0.548,86,1409.6,0,0.0
PAY_0003961,CUST_01528,DEV_CLOTHING_STORE,4717.73,NETBANKING,2026-06-22 00:23:23.489187,FAILED,INSUFFICIENT_FUNDS,1,37,33,0.892,150,3735.31,1,4717.73
PAY_0003962,CUST_01889,DEV_CLOTHING_STORE,7974.87,CARD,2026-03-16 06:20:23.489187,FAILED,CARD_EXPIRED,0,32,23,0.719,20,1791.41,1,7974.87
PAY_0003963,CUST_03172,DEV_CLOTHING_STORE,5146.27,WALLET,2026-05-30 02:55:23.489187,FAILED,NETWORK_ERROR,2,27,13,0.481,135,5785.32,1,5146.27
PAY_0003964,CUST_00816,DEV_CLOTHING_STORE,1260.38,WALLET,2026-03-19 13:31:23.489187,FAILED,NETWORK_ERROR,2,34,24,0.706,55,1407.13,1,1260.38
PAY_0003965,CUST_03880,DEV_CLOTHING_STORE,341.36,CARD,2026-03-15 01:11:23.489187,FAILED,CARD_EXPIRED,0,24,21,0.875,29,17435.99,1,341.36
PAY_0003966,CUST_03596,DEV_CLOTHING_STORE,1415.22,WALLET,2026-08-11 22:21:23.489187,FAILED,CARD_EXPIRED,2,20,14,0.7,113,20012.39,0,0.0
PAY_0003967,CUST_04663,DEV_CLOTHING_STORE,2472.99,UPI,2026-06-05 11:18:23.489187,FAILED,BANK_DECLINED,2,13,11,0.846,5,1212.5,0,0.0
PAY_0003968,CUST_02189,DEV_CLOTHING_STORE,1194.14,NETBANKING,2026-07-16 10:22:23.489187,FAILED,BANK_TIMEOUT,0,47,38,0.809,172,2008.16,0,0.0
PAY_0003969,CUST_00990,DEV_CLOTHING_STORE,306.44,CARD,2026-08-21 19:54:23.489187,FAILED,BANK_TIMEOUT,0,20,16,0.8,115,3673.93,1,306.44
PAY_0003970,CUST_01367,DEV_CLOTHING_STORE,1852.56,UPI,2026-04-17 00:05:23.489187,FAILED,NETWORK_ERROR,0,13,11,0.846,157,3927.21,1,1852.56
PAY_0003971,CUST_00955,DEV_CLOTHING_STORE,7316.65,NETBANKING,2026-08-05 05:23:23.489187,FAILED,INSUFFICIENT_FUNDS,2,23,20,0.87,21,10468.21,1,7316.65
PAY_0003972,CUST_00998,DEV_CLOTHING_STORE,1565.97,NETBANKING,2026-05-18 01:22:23.489187,FAILED,CARD_EXPIRED,0,35,27,0.771,108,2551.17,1,1565.97
PAY_0003973,CUST_01613,DEV_CLOTHING_STORE,1857.94,NETBANKING,2026-02-25 18:51:23.489187,FAILED,NETWORK_ERROR,0,40,33,0.825,158,11003.52,1,1857.94
PAY_0003974,CUST_03794,DEV_CLOTHING_STORE,1419.81,UPI,2026-06-23 06:45:23.489187,FAILED,UNKNOWN_ERROR,1,10,7,0.7,8,1178.85,0,0.0
PAY_0003975,CUST_02107,DEV_CLOTHING_STORE,817.52,NETBANKING,2026-05-08 21:32:23.489187,FAILED,INSUFFICIENT_FUNDS,0,41,39,0.951,63,4194.85,1,817.52
PAY_0003976,CUST_04138,DEV_CLOTHING_STORE,1507.57,CARD,2026-07-11 07:19:23.489187,FAILED,BANK_DECLINED,1,47,42,0.894,167,10682.68,1,1507.57
PAY_0003977,CUST_03665,DEV_CLOTHING_STORE,6789.63,CARD,2026-08-16 11:51:23.489187,FAILED,BANK_TIMEOUT,1,44,29,0.659,178,1526.78,0,0.0
PAY_0003978,CUST_04442,DEV_CLOTHING_STORE,2141.25,CARD,2026-07-04 03:20:23.489187,FAILED,BANK_TIMEOUT,1,45,44,0.978,179,7041.48,1,2141.25
PAY_0003979,CUST_02805,DEV_CLOTHING_STORE,442.33,WALLET,2026-03-09 05:39:23.489187,FAILED,BANK_TIMEOUT,2,6,4,0.667,65,2674.6,1,442.33
PAY_0003980,CUST_00156,DEV_CLOTHING_STORE,1018.15,NETBANKING,2026-05-24 21:20:23.489187,FAILED,INSUFFICIENT_FUNDS,0,5,5,1.0,43,11181.6,1,1018.15
PAY_0003981,CUST_01689,DEV_CLOTHING_STORE,9540.74,WALLET,2026-08-17 09:30:23.489187,FAILED,BANK_DECLINED,0,46,43,0.935,18,2713.56,1,9540.74
PAY_0003982,CUST_02622,DEV_CLOTHING_STORE,2514.11,WALLET,2026-07-13 12:59:23.489187,FAILED,NETWORK_ERROR,1,2,2,1.0,136,1205.3,1,2514.11
PAY_0003983,CUST_01737,DEV_CLOTHING_STORE,6676.99,WALLET,2026-03-04 19:32:23.489187,FAILED,CARD_EXPIRED,2,4,3,0.75,30,3755.21,0,0.0
PAY_0003984,CUST_02099,DEV_CLOTHING_STORE,2457.31,UPI,2026-04-08 11:07:23.489187,FAILED,INSUFFICIENT_FUNDS,2,33,28,0.848,8,6856.34,0,0.0
PAY_0003985,CUST_02444,DEV_CLOTHING_STORE,958.99,NETBANKING,2026-04-22 18:38:23.489187,FAILED,INSUFFICIENT_FUNDS,0,4,2,0.5,137,3885.18,1,958.99
PAY_0003986,CUST_03677,DEV_CLOTHING_STORE,574.25,CARD,2026-05-07 01:23:23.489187,FAILED,BANK_TIMEOUT,1,10,9,0.9,32,2312.47,1,574.25
PAY_0003987,CUST_04629,DEV_CLOTHING_STORE,2209.47,WALLET,2026-03-24 23:40:23.489187,FAILED,INSUFFICIENT_FUNDS,1,26,21,0.808,83,14901.82,1,2209.47
PAY_0003988,CUST_03428,DEV_CLOTHING_STORE,3579.14,UPI,2026-06-14 02:56:23.489187,FAILED,UNKNOWN_ERROR,1,34,31,0.912,179,9551.92,1,3579.14
PAY_0003989,CUST_00822,DEV_CLOTHING_STORE,3934.35,UPI,2026-08-21 14:56:23.489187,FAILED,INSUFFICIENT_FUNDS,2,38,35,0.921,58,13376.81,1,3934.35
PAY_0003990,CUST_01798,DEV_CLOTHING_STORE,11861.31,WALLET,2026-03-31 00:43:23.489187,FAILED,BANK_TIMEOUT,1,28,23,0.821,114,4601.58,1,11861.31
PAY_0003991,CUST_01103,DEV_CLOTHING_STORE,1641.67,WALLET,2026-06-02 05:50:23.489187,FAILED,NETWORK_ERROR,1,5,3,0.6,20,2141.99,0,0.0
PAY_0003992,CUST_02252,DEV_CLOTHING_STORE,3847.9,CARD,2026-04-25 12:50:23.489187,FAILED,BANK_DECLINED,2,19,18,0.947,145,1971.27,0,0.0
PAY_0003993,CUST_00447,DEV_CLOTHING_STORE,2749.64,WALLET,2026-04-30 23:30:23.489187,FAILED,NETWORK_ERROR,0,46,41,0.891,63,13101.39,1,2749.64
PAY_0003994,CUST_02375,DEV_CLOTHING_STORE,1162.84,CARD,2026-08-09 15:52:23.489187,FAILED,BANK_TIMEOUT,2,40,21,0.525,73,7236.03,0,0.0
PAY_0003995,CUST_01528,DEV_CLOTHING_STORE,5263.83,CARD,2026-04-16 11:22:23.489187,FAILED,BANK_TIMEOUT,2,37,33,0.892,150,3735.31,0,0.0
PAY_0003996,CUST_01540,DEV_CLOTHING_STORE,2252.92,UPI,2026-08-05 12:42:23.489187,FAILED,UNKNOWN_ERROR,1,31,25,0.806,44,738.13,0,0.0
PAY_0003997,CUST_00977,DEV_CLOTHING_STORE,3266.35,WALLET,2026-03-06 23:13:23.489187,FAILED,INSUFFICIENT_FUNDS,1,8,6,0.75,130,2051.18,1,3266.35
PAY_0003998,CUST_02144,DEV_CLOTHING_STORE,868.47,UPI,2026-02-28 02:09:23.489187,FAILED,BANK_DECLINED,0,38,29,0.763,49,7573.48,1,868.47
PAY_0003999,CUST_00484,DEV_CLOTHING_STORE,5737.77,UPI,2026-03-11 23:49:23.489187,FAILED,CARD_EXPIRED,0,6,6,1.0,148,2126.14,0,0.0
PAY_0004000,CUST_04676,DEV_CLOTHING_STORE,430.73,CARD,2026-05-18 18:56:23.489187,FAILED,BANK_DECLINED,0,49,39,0.796,176,5001.75,1,430.73
PAY_0004001,CUST_02047,DEV_CLOTHING_STORE,2925.86,NETBANKING,2026-05-11 13:05:23.489187,FAILED,INSUFFICIENT_FUNDS,0,6,5,0.833,152,2529.49,1,2925.86
PAY_0004002,CUST_04468,DEV_CLOTHING_STORE,547.63,UPI,2026-08-11 07:57:23.489187,FAILED,UNKNOWN_ERROR,2,16,13,0.812,33,1260.06,1,547.63
PAY_0004003,CUST_04222,DEV_CLOTHING_STORE,2531.44,UPI,2026-07-30 12:58:23.489187,FAILED,INSUFFICIENT_FUNDS,0,4,4,1.0,11,1359.4,1,2531.44
